"","...1","Identifier","plate","adaptor_plate_well_added","...5","Taxon","Collector","Sample Number","Date","Coord 1","Coord 2","Datum","Location","Location Code","Elevation (ft asl)","Voucher","Other Documentation","Other Comments","Extractions","ng/uL","taxa_loc"
"1",1,"PEAB2_01","Plate1","G9",1,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 1","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37336","11.1 (p.32)","Penstemon absarokensis LOC1"
"2",2,"PEAB2_02","Plate1","G10",2,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 2","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","6.9 (p.86 BJ)","Penstemon absarokensis LOC1"
"3",3,"PEAB2_03","Plate1","G11",3,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 3","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","9.9 (p.86 BJ)","Penstemon absarokensis LOC1"
"4",4,"PEAB2_04","Plate1","G12",4,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 4","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","8.5 (p.86 BJ)","Penstemon absarokensis LOC1"
"5",5,"PEAB2_05","Plate1","H1",5,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 5","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","11.8 (p.86 BJ)","Penstemon absarokensis LOC1"
"6",6,"PEAB2_06","Plate1","H2",6,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 6","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","8.7 (p.86 BJ)","Penstemon absarokensis LOC1"
"7",7,"PEAB2_07","Plate1","H3",7,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 7","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37924","9.9 (p.86 BJ)","Penstemon absarokensis LOC1"
"8",8,"PEAB2_08","Plate1","H4",8,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 8","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 7/17/2018: 6.7 (p.118 BJ)","Penstemon absarokensis LOC1"
"9",9,"PEAB2_09","Plate1","H5",9,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 9","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed,  5.4 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"10",10,"PEAB2_10","Plate1","H6",10,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 10","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 6.2 p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"11",11,"PEAB2_11","Plate1","H7",11,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 11","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37336","20.0 (p.32)","Penstemon absarokensis LOC1"
"12",12,"PEAB2_12","Plate2","A1",12,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 12","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 5.7  (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"13",13,"PEAB2_13","Plate2","A2",13,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 13","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 36.8  (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"14",14,"PEAB2_14","Plate2","A3",14,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 14","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 5.3 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"15",15,"PEAB2_15","Plate2","A4",15,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 15","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 20.0 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"16",16,"PEAB2_16","Plate2","A5",16,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 16","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 8.0 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"17",17,"PEAB2_17","Plate2","A6",17,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 17","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","38166","not listed, 8.9 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC1"
"18",18,"PEAB2_25","Plate2","A7",25,"Penstemon absarokensis","Amy & Kevin Taylor","Sweetwater Cr 25","38529","N44 28 16.5","W109 37 38.3","NA","WY, Absaroka Mts ca 28 air mi W of Cody","LOC1","6400-6600","No voucher","paper with detailed directions, habitat, assoc. spp; letter with some info; sketch of site locations","T52N R106W Sec 16 NW4 SE4","37336","4.3 (p.32)","Penstemon absarokensis LOC1"
"19",19,"PEAB2_26","Plate2","A8",26,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 1","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37336","9.1 (p.32)","Penstemon absarokensis LOC2"
"20",20,"PEAB2_27","Plate2","A9",27,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 2","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37924","11.3 (p.86 BJ)","Penstemon absarokensis LOC2"
"21",21,"PEAB2_28","Plate2","A10",28,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 3","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37924","13.8 (p.86 BJ)","Penstemon absarokensis LOC2"
"22",22,"PEAB2_29","Plate2","A11",29,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 4","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37924","7.1 (p.86 BJ)","Penstemon absarokensis LOC2"
"23",23,"PEAB2_30","Plate2","A12",30,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 5","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37924","7.0 (p.86 BJ)","Penstemon absarokensis LOC2"
"24",24,"PEAB2_31","Plate2","B1",31,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 6","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 7.7 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"25",25,"PEAB2_32","Plate2","B2",32,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 7","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 7.1 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"26",26,"PEAB2_33","Plate2","B3",33,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 8","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 20.0 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"27",27,"PEAB2_34","Plate2","B4",34,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 9","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 9.1 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"28",28,"PEAB2_35","Plate2","B5",35,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 10","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 11.3 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"29",29,"PEAB2_36","Plate2","B6",36,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 11","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 6.6 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"30",30,"PEAB2_37","Plate2","B7",37,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 12","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed4.6 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"31",31,"PEAB2_38","Plate2","B8",38,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 13","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 10.5. (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"32",32,"PEAB2_39","Plate2","B9",39,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 14","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37336","13.6 (p.32)","Penstemon absarokensis LOC2"
"33",33,"PEAB2_40","Plate2","B10",40,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 15","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 7.0 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"34",34,"PEAB2_41","Plate2","B11",41,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 16","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 5.8 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"35",35,"PEAB2_42","Plate2","B12",42,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 17","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","38166","not listed, 4.1 (p.118 BJ) -- 7/17/2018","Penstemon absarokensis LOC2"
"36",36,"PEAB2_47","Plate2","C1",47,"Penstemon absarokensis","Amy & Kevin Taylor","Cougar Cr 22","38565","44.419029199999898","-109.62449340000001","NA","WY, Absaroka Mts ca 30 air mi WSW of Cody","LOC2","8100","A. Taylor 9169 (RM)","paper with detailed directions, habitat; letter with some info; sketch of site locations","T51N R106W Sec 4 middle","37336","10.2 (p.32)","Penstemon absarokensis LOC2"
"37",37,"PEAL10_01","Plate3","G1",51,"Penstemon alamosensis","NA","P119.1","NA","NA","NA","NA","Denver Botanic Gardens, Wildflower Treasures","LOC3","NA","NA","NA","NA","37765","9.3 (p.9 BJ)","Penstemon alamosensis LOC3"
"38",38,"PEAL11_01","Plate3","E3",52,"Penstemon albertinus","NA","P006.2","NA","NA","NA","NA","Denver Botanic Gardens, Rock Alpine Garden, CO","LOC1","NA","NA","NA","NA","37762","12 (p.4-BJ)","Penstemon albertinus LOC1"
"39",39,"PEANA2_01","Plate2","G8",55,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","1","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","12.6 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"40",40,"PEANA2_02","Plate2","G9",56,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","2","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","25.5 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"41",41,"PEANA2_03","Plate2","G10",57,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","3","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","18.2 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"42",42,"PEANA2_04","Plate2","G11",58,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","4","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","21.7 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"43",43,"PEANA2_05","Plate2","G12",59,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","5","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37322","15.8 (p.31)","Penstemon angustifolius var. angustifolius LOC1"
"44",44,"PEANA2_06","Plate2","H1",60,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","6","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","19.4 (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"45",45,"PEANA2_07","Plate2","H2",61,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","7","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","17.8 (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"46",46,"PEANA2_08","Plate2","H3",62,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","8","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","12.9 (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"47",47,"PEANA2_09","Plate2","H4",63,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","9","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","31.6? Almost unreadable (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"48",48,"PEANA2_10","Plate2","H5",64,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","10","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","47.5 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"49",49,"PEANA2_11","Plate2","H6",65,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","11","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","26.3 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"50",50,"PEANA2_12","Plate2","H7",66,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","12","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","15.5 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"51",51,"PEANA2_13","Plate2","H8",67,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","13","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co; (NE corner)","LOC1","7300","No voucher","NA","NA","37322","20.2 (p.31)","Penstemon angustifolius var. angustifolius LOC1"
"52",52,"PEANA2_14","Plate2","H9",68,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","14","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","9.9 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"53",53,"PEANA2_15","Plate2","H10",69,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","15","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co; (NW corner)","LOC1","7300","No voucher","NA","NA","37924","12.2 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"54",54,"PEANA2_16","Plate2","H11",70,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","16","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","37924","8.3 (p.86 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"55",55,"PEANA2_17","Plate2","H12",71,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","17","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","20.2 (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"56",56,"PEANA2_18","Plate3","A1",72,"Penstemon angustifolius var. angustifolius","Dorothy Tuthill","18","38530","41.195700000000002","-105.81340400000001","NA","WY, 1487 Hwy 230 Albany Co","LOC1","7300","No voucher","NA","NA","38170","18.9 (p.116 BJ)","Penstemon angustifolius var. angustifolius LOC1"
"57",57,"PEANC_01","Plate3","F3",76,"Penstemon angustifolius var. caudatus","Bonnie Heidel","1","38596","42.082247799999898","-104.1006581","NAD83","WY, Goshen County, 0573710E, 4658858N","LOC1","NA","No voucher","NA","Choppy dune crest; T24N R60W Sec 5 NW4 SW4","37322","5.0 (p.31)","Penstemon angustifolius var. caudatus LOC1"
"58",58,"PEANC_08","Plate3","F4",83,"Penstemon angustifolius var. caudatus","Bonnie Heidel","8","38596","42.082247799999898","-104.1006581","NAD83","WY, Goshen County, 0573612E	4659171N","LOC1","NA","No voucher","NA","Low dune; T24N R60W Sec 5 NW4 SW4","37322","10.6 (p.31)","Penstemon angustifolius var. caudatus LOC1"
"59",59,"PEAU2_01","Plate3","D3",84,"Penstemon auriberbis","NA","P118.1","NA","NA","NA","NA","Denver Botanic Gardens, Wildflower Treasures","LOC1","NA","NA","NA","NA","37765","25 (p.9 BJ)","Penstemon auriberbis LOC1"
"60",60,"PEBA7_01","Plate3","F2",85,"Penstemon barrettiae","NA","P016.1","NA","NA","NA","NA","Denver Botanic Gardens, Wildflower Treasures","LOC1","NA","NA","NA","NA","37762","8.1 (p.4-BJ)","Penstemon barrettiae LOC1"
"61",61,"PECA17_01","Plate2","C2",87,"Penstemon caryi","Susan Bell","Site 1 - 1","38519","N44 03 08.9","W107 19 35.0","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6068","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","13.2 (p.88 BJ)","Penstemon caryi LOC1"
"62",62,"PECA17_02","Plate2","C3",88,"Penstemon caryi","Susan Bell","Site 1 - 2","38519","N44 03 08.4","W107 19 34.1","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6072","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","11.4 (p.88 BJ)","Penstemon caryi LOC1"
"63",63,"PECA17_03","Plate2","C4",89,"Penstemon caryi","Susan Bell","Site 1 - 3","38519","N44 03 07.2","W107 19 34.3","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6064","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","11.6 (p.88 BJ)","Penstemon caryi LOC1"
"64",64,"PECA17_04","Plate2","C5",90,"Penstemon caryi","Susan Bell","Site 1 - 4","38519","N44 03 09.6","W107 19 3.63","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6074","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","10.1 (p.88 BJ)","Penstemon caryi LOC1"
"65",65,"PECA17_05","Plate2","C6",91,"Penstemon caryi","Susan Bell","Site 1 - 5","38519","N44 03 10.8","W107 19 31.4","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6081","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","11.3 (p.88 BJ)","Penstemon caryi LOC1"
"66",66,"PECA17_06","Plate2","C7",92,"Penstemon caryi","Susan Bell","Site 1 - 6","38519","N44 03 10.5","W107 19 31.3","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6089","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","6.1 (p.116 BJ)","Penstemon caryi LOC1"
"67",67,"PECA17_07","Plate2","C8",93,"Penstemon caryi","Susan Bell","Site 1 - 7","38519","N44 03 11.0","W107 19 25.8","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6116","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","6.9 (p.116 BJ)","Penstemon caryi LOC1"
"68",68,"PECA17_08","Plate2","C9",94,"Penstemon caryi","Susan Bell","Site 1 - 8","38519","N44 03 11.1","W107 19 25.7","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6119","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","4.9 (p.116 BJ)","Penstemon caryi LOC1"
"69",69,"PECA17_09","Plate2","C10",95,"Penstemon caryi","Susan Bell","Site 1 - 9","38519","N44 03 14.1","W107 19 26.1","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6102","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37322","10.7 (p.31)","Penstemon caryi LOC1"
"70",70,"PECA17_10","Plate2","C11",96,"Penstemon caryi","Susan Bell","Site 1 - 10","38519","N44 03 13.9","W107 19 26.1","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6083","No voucher","topo & orthophoto with plotted locations, from GIS","NA","37951","6.8 (p.88 BJ)","Penstemon caryi LOC1"
"71",71,"PECA17_11","Plate2","C12",97,"Penstemon caryi","Susan Bell","Site 1 - 11","38519","N44 03 10.5","W107 19 34.0","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6081","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","11/27/2007 & 6/8/08","4.67 (p.88 BJ), 14.8 (p.111 BJ)","Penstemon caryi LOC1"
"72",72,"PECA17_12","Plate2","D1",98,"Penstemon caryi","Susan Bell","Site 1 - 12","38519","N44 03 10.5","W107 19 34.0","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6147","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","11/27/2007 & 6/8/08","7.1 (p.88 BJ), 6.9 (p.111 BJ)","Penstemon caryi LOC1"
"73",73,"PECA17_13","Plate2","D2",99,"Penstemon caryi","Susan Bell","Site 1 - 13","38519","N44 03 12.7","W107 19 21.0","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6216","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","10.6 (p.88 BJ)","Penstemon caryi LOC1"
